Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2018;Tablettes;0;0;0;0; --;0; --;aout
2018;Autre;0;0;0;0; --;0; --;aout
2016;Autre;0;0;0;0; --;0; --;aout
2016;Ordinateurs;0;0;0;0; --;0; --;aout
2016;Téléphones mobiles;0;659;13;0,34;3,6;0;<10%;aout
2017;Téléphones mobiles;0;0;0;0; --;0; --;aout
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;12;0;0;4;0;32,43 %;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;61472;581;41,71;1;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;7;0;0;1,4;0;22,58 %;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;414;81;28,69;1,1;0;61,98 %;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;580;6;0,37;4,3;0;<10%;septembre
2016;Ordinateurs;0;747;40;14,24;1,2;0;18,50 %;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;39225;546;93,86;2,8;0;28,66 %;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;8563;79;35,07;2,9;0;39,34 %;septembre
2016;Téléphones mobiles;0;572;13;1,61;2,2;0;50,84 %;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;178;7;1,54;1,8;0;81,28 %;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;498;3;0,2;5,6;0;<10%;septembre
2018;Ordinateurs;0;15895;91;5,65;1,4;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;12;0;0;1,8;0;92,31 %;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;1022;26;6,68;2;0;74,49 %;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;547;6;0,13;3,4;0;<10%;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;328;8;3,86;1,2;0;91,11 %;septembre
2016;Téléphones mobiles;0;2171;30;0,4;3;0;<10%;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;400;20;10,97;2,4;0;72,89 %;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;2048;67;30,06;1,3;0;86,85 %;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;3010;30;1,95;3,9;0;<10%;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;2201;28;10,55;2,6;0;28,44 %;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;24313;366;96,2;2,3;0;<10%;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;695;17;3,49;4;0;39,47 %;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;147;8;3,91;2,2;0;57,65 %;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0;<10%;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2017;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2017;Téléphones mobiles;0;2333;50;12,11;1,8;0;70,72 %;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Tablettes;0;0;0;0; --;0; --;septembre
2018;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2017;Autre;0;0;0;0; --;0; --;septembre
2018;Autre;0;0;0;0; --;0; --;septembre
2016;Autre;0;0;0;0; --;0; --;septembre
2016;Téléphones mobiles;0;0;0;0; --;0; --;septembre
2018;Ordinateurs;0;0;0;0; --;0; --;septembre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;2039;46;11,25;1,8;0;63,89 %;octobre
2018;Téléphones mobiles;0;433;11;3,85;2,5;0;71,22 %;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;1866;57;38,13;1,8;0;25,11 %;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;684;15;3,51;2,2;0;77,29 %;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;2664;87;56,95;2,5;0;69,00 %;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;66818;292;53,07;1,9;0;68,41 %;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;43854;415;77,49;2,5;0;28,70 %;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;2090;32;0,49;3,1;0;<10%;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;27551;558;70,33;2,4;0;54,65 %;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;4256;90;13,16;3,1;0;<10%;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;911;35;18,22;1,6;0;44,63 %;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Ordinateurs;0;72;5;2,02;1,8;0;84,71 %;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;201;28;8,15;1,1;0;45,37 %;octobre
2017;Téléphones mobiles;0;2572;20;5,95;4,3;0;19,49 %;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2016;Téléphones mobiles;0;393;11;1,25;2,3;0;50,64 %;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;10824;90;17;2,6;0;29,87 %;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;0;0;0; --;0; --;octobre
2017;Autre;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;6865;134;42,71;2,8;0;41,45 %;octobre
2018;Tablettes;0;269;12;4,33;2,8;0;51,36 %;octobre
2018;Tablettes;0;640;17;2,66;3,5;0;40,35 %;octobre
2017;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;493;4;0,24;4,8;0;<10%;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2018;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2018;Tablettes;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2018;Autre;0;0;0;0; --;0; --;octobre
2017;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;398;11;5,21;1,8;0;24,19 %;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2017;Tablettes;0;20;3;1,28;1,6;0;100,00 %;octobre
2016;Téléphones mobiles;0;0;0;0; --;0; --;octobre
2016;Ordinateurs;0;0;0;0; --;0; --;octobre
2016;Tablettes;0;0;0;0; --;0; --;octobre
2016;Autre;0;0;0;0; --;0; --;octobre
